,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
0,frozenset({'Bike Racks'}),frozenset({'Mountain Bikes'}),0.012382367508667657,0.1579990094105993,0.0029717682020802376,0.24,1.5189968652037618,0.0010153664015527574,1.1078960402492115,0.34595453025743894
1,frozenset({'Mountain Bikes'}),frozenset({'Bike Racks'}),0.1579990094105993,0.012382367508667657,0.0029717682020802376,0.018808777429467086,1.518996865203762,0.0010153664015527574,1.0065495998873324,0.4057843137254902
2,frozenset({'Tires and Tubes'}),frozenset({'Bike Racks'}),0.4422981674096087,0.012382367508667657,0.007429420505200594,0.0167973124300112,1.3565509518477044,0.0019527220479246075,1.0044903710874258,0.4712847838957964
3,frozenset({'Bike Racks'}),frozenset({'Tires and Tubes'}),0.012382367508667657,0.4422981674096087,0.007429420505200594,0.6,1.3565509518477044,0.0019527220479246075,1.3942545814759781,0.26613172851889
4,frozenset({'Mountain Bikes'}),frozenset({'Bike Stands'}),0.1579990094105993,0.00866765725606736,0.0012382367508667657,0.007836990595611285,0.9041648007165247,-0.00013124450950247057,0.999162771991515,-0.11180773249738776
5,frozenset({'Bike Stands'}),frozenset({'Mountain Bikes'}),0.00866765725606736,0.1579990094105993,0.0012382367508667657,0.14285714285714285,0.9041648007165248,-0.00013124450950247057,0.9823344890209674,-0.09659219137892132
6,frozenset({'Tires and Tubes'}),frozenset({'Bike Stands'}),0.4422981674096087,0.00866765725606736,0.007429420505200594,0.0167973124300112,1.937929931211006,0.003595731585107403,1.008268544499239,0.867821195973949
7,frozenset({'Bike Stands'}),frozenset({'Tires and Tubes'}),0.00866765725606736,0.4422981674096087,0.007429420505200594,0.8571428571428571,1.937929931211006,0.003595731585107403,3.903912828132738,0.48821717045549173
8,frozenset({'Bottles and Cages'}),frozenset({'Caps'}),0.2241208519068846,0.10326894502228826,0.03417533432392273,0.15248618784530385,1.476592869350928,0.011030610390002256,1.0580724964208985,0.41599938938925035
9,frozenset({'Caps'}),frozenset({'Bottles and Cages'}),0.10326894502228826,0.2241208519068846,0.03417533432392273,0.33093525179856115,1.476592869350928,0.011030610390002256,1.1596473288703553,0.3599354009821932
10,frozenset({'Bottles and Cages'}),frozenset({'Cleaners'}),0.2241208519068846,0.044328875681030215,0.012134720158494304,0.05414364640883978,1.2214080681502515,0.0021996947767874333,1.0103765975568548,0.23363536285883643
11,frozenset({'Cleaners'}),frozenset({'Bottles and Cages'}),0.044328875681030215,0.2241208519068846,0.012134720158494304,0.2737430167597765,1.2214080681502515,0.0021996947767874333,1.0683259039128281,0.18968115880713513
12,frozenset({'Bottles and Cages'}),frozenset({'Fenders'}),0.2241208519068846,0.0950965824665676,0.019068845963348194,0.0850828729281768,0.8946995856353592,-0.002244281112492242,0.9890550638499473,-0.13171126747889916
13,frozenset({'Fenders'}),frozenset({'Bottles and Cages'}),0.0950965824665676,0.2241208519068846,0.019068845963348194,0.20052083333333337,0.8946995856353592,-0.002244281112492242,0.9704807585268936,-0.11509284420289842
14,frozenset({'Bottles and Cages'}),frozenset({'Gloves'}),0.2241208519068846,0.0638930163447251,0.01337295690936107,0.05966850828729281,0.9338815366825132,-0.0009468003447192248,0.995507426801438,-0.08362040948976285
15,frozenset({'Gloves'}),frozenset({'Bottles and Cages'}),0.0638930163447251,0.2241208519068846,0.01337295690936107,0.20930232558139536,0.9338815366825132,-0.0009468003447192248,0.9812589225883519,-0.07031399447981862
16,frozenset({'Bottles and Cages'}),frozenset({'Helmets'}),0.2241208519068846,0.2766220901436355,0.05349182763744428,0.23867403314917124,0.8628162451713102,-0.008504950861810336,0.9501553097532799,-0.17007131425487967
17,frozenset({'Helmets'}),frozenset({'Bottles and Cages'}),0.2766220901436355,0.2241208519068846,0.05349182763744428,0.19337511190689344,0.8628162451713102,-0.008504950861810336,0.9618834721642728,-0.18019056330909192
18,frozenset({'Bottles and Cages'}),frozenset({'Hydration Packs'}),0.2241208519068846,0.03442298167409609,0.015106488360574542,0.06740331491712707,1.9580905441392742,0.00739158038260105,1.0353639829205485,0.6306373716073735
19,frozenset({'Hydration Packs'}),frozenset({'Bottles and Cages'}),0.03442298167409609,0.2241208519068846,0.015106488360574542,0.43884892086330934,1.9580905441392742,0.00739158038260105,1.3826564305761928,0.5067419556927164
20,frozenset({'Jerseys'}),frozenset({'Bottles and Cages'}),0.1527984150569589,0.2241208519068846,0.030955918771669144,0.2025931928687196,0.9039462019932483,-0.003289392180918227,0.9730029153931955,-0.11144703486680797
21,frozenset({'Bottles and Cages'}),frozenset({'Jerseys'}),0.2241208519068846,0.1527984150569589,0.030955918771669144,0.13812154696132597,0.9039462019932484,-0.003289392180918227,0.9829710697095541,-0.12045771010196292
22,frozenset({'Bottles and Cages'}),frozenset({'Mountain Bikes'}),0.2241208519068846,0.1579990094105993,0.04507181773155027,0.2011049723756906,1.27282426089818,0.009660945142002879,1.0539569799217257,0.27626156161106685
23,frozenset({'Mountain Bikes'}),frozenset({'Bottles and Cages'}),0.1579990094105993,0.2241208519068846,0.04507181773155027,0.2852664576802508,1.2728242608981797,0.009660945142002879,1.0855502115864204,0.25456690368455076
24,frozenset({'Bottles and Cages'}),frozenset({'Road Bikes'}),0.2241208519068846,0.1770678553739475,0.041604754829123326,0.18563535911602208,1.048385426727968,0.001920156237389177,1.0105204761011906,0.05948391166233477
25,frozenset({'Road Bikes'}),frozenset({'Bottles and Cages'}),0.1770678553739475,0.2241208519068846,0.041604754829123326,0.23496503496503493,1.048385426727968,0.001920156237389177,1.0141747548200686,0.05608278520556571
26,frozenset({'Bottles and Cages'}),frozenset({'Touring Bikes'}),0.2241208519068846,0.10277365032194155,0.02847944526993561,0.12707182320441987,1.2364241496372228,0.0054457272062018065,1.0278352486818265,0.24645082501838772
27,frozenset({'Touring Bikes'}),frozenset({'Bottles and Cages'}),0.10277365032194155,0.2241208519068846,0.02847944526993561,0.27710843373493976,1.2364241496372228,0.0054457272062018065,1.0732994881954763,0.21311908219227402
28,frozenset({'Bottles and Cages'}),frozenset({'Vests'}),0.2241208519068846,0.027984150569588907,0.007181773155027241,0.032044198895027624,1.1450838507798367,0.0009099414894804449,1.0041944563179475,0.1633005712273131
29,frozenset({'Vests'}),frozenset({'Bottles and Cages'}),0.027984150569588907,0.2241208519068846,0.007181773155027241,0.2566371681415929,1.1450838507798364,0.0009099414894804449,1.0437421873157386,0.1303492202943113
30,frozenset({'Caps'}),frozenset({'Fenders'}),0.10326894502228826,0.0950965824665676,0.008172362555720654,0.07913669064748202,0.8321717625899282,-0.0016481611908268166,0.9826685549777117,-0.18360696058537768
31,frozenset({'Fenders'}),frozenset({'Caps'}),0.0950965824665676,0.10326894502228826,0.008172362555720654,0.08593750000000001,0.8321717625899282,-0.0016481611908268166,0.9810391028815992,-0.18225097656249983
32,frozenset({'Jerseys'}),frozenset({'Caps'}),0.1527984150569589,0.10326894502228826,0.02847944526993561,0.18638573743922202,1.8048575726128981,0.012700114145925739,1.1021574918749963,0.5263678304080931
33,frozenset({'Caps'}),frozenset({'Jerseys'}),0.10326894502228826,0.1527984150569589,0.02847944526993561,0.27577937649880097,1.8048575726128981,0.012700114145925739,1.169811460004133,0.4972947660386873
34,frozenset({'Mountain Bikes'}),frozenset({'Caps'}),0.1579990094105993,0.10326894502228826,0.015106488360574542,0.09561128526645768,0.9258474098464176,-0.0012099026558246417,0.9915327782942462,-0.08685851150012315
35,frozenset({'Caps'}),frozenset({'Mountain Bikes'}),0.10326894502228826,0.1579990094105993,0.015106488360574542,0.14628297362110312,0.9258474098464177,-0.0012099026558246417,0.9862764412241014,-0.08199194543844981
36,frozenset({'Road Bikes'}),frozenset({'Caps'}),0.1770678553739475,0.10326894502228826,0.015354135710747894,0.08671328671328671,0.839684056950244,-0.00293147491107878,0.9818724415146461,-0.18831478380774166
37,frozenset({'Caps'}),frozenset({'Road Bikes'}),0.10326894502228826,0.1770678553739475,0.015354135710747894,0.1486810551558753,0.839684056950244,-0.00293147491107878,0.9666555050959545,-0.1755373649013409
38,frozenset({'Caps'}),frozenset({'Shorts'}),0.10326894502228826,0.041604754829123326,0.010401188707280832,0.10071942446043165,2.420863309352518,0.006104709568166313,1.065735512630015,0.6545153272576637
39,frozenset({'Shorts'}),frozenset({'Caps'}),0.041604754829123326,0.10326894502228826,0.010401188707280832,0.25,2.420863309352518,0.006104709568166313,1.195641406636949,0.6124031007751939
40,frozenset({'Caps'}),frozenset({'Touring Bikes'}),0.10326894502228826,0.10277365032194155,0.017087667161961365,0.16546762589928057,1.610019935858542,0.006474340717124905,1.0751246776314667,0.42252320401522514
41,frozenset({'Touring Bikes'}),frozenset({'Caps'}),0.10277365032194155,0.10326894502228826,0.017087667161961365,0.16626506024096385,1.610019935858542,0.006474340717124905,1.075558924322978,0.422289959077872
42,frozenset({'Cleaners'}),frozenset({'Fenders'}),0.044328875681030215,0.0950965824665676,0.004952947003467063,0.11173184357541899,1.1749301675977653,0.0007374224216157499,1.0187277467829208,0.1557916558693962
43,frozenset({'Fenders'}),frozenset({'Cleaners'}),0.0950965824665676,0.044328875681030215,0.004952947003467063,0.052083333333333336,1.1749301675977653,0.0007374224216157499,1.0081805267540782,0.16453201970443349
